smiles,solubility,quantile,cluster
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,26,6
CCCCCC,-3.84,32,2
COC(=O)c1cccnc1 ,-0.46,90,11
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,36,6
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,2,3
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,16,6
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,44,11
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726,5,1
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,16,5
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,5,6
CCc1ccccn1,0.51,96,11
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,62,11
c1ccc(cc1)c2ccccc2,-4.345,24,1
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71,0,3
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364,41,11
CC(C)CC(C)(C)O,-0.92,84,7
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,44,8
OCC1OC(O)(CO)C(O)C1O,0.64,97,11
Cc1cc(C)cc(O)c1,-1.4,77,5
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,24,9
CC(=O)Nc1ccc(Cl)cc1,-2.843,50,9
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,0,3
CCC(C)(C)C,-3.55,37,2
CNc1ccccc1,-1.28,79,9
C=CCC=C,-2.09,65,4
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,16,0
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,77,9
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,36,6
Oc1cccc(Cl)c1,-0.7,87,10
Clc1cccc(Br)c1,-3.21,43,10
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05,46,6
O=C1NC(=O)NC(=O)C1(C)CC,-1.228,80,8
OCCOc1ccccc1,-0.7,87,10
C(c1ccccc1)c2ccccc2,-4.08,29,5
CCCCCC(O)CC,-1.98,68,7
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78,5,6
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,23,11
CCCC(C)CO,-1.11,82,7
CCCCC(C)(C)O,-1.08,82,7
CCc1ccccc1,-2.77,51,5
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,62,8
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,7,6
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647,53,8
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,8,6
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,14,11
CCOC(=O)CC,-0.66,88,12
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,28,11
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,31,9
Cc1cc2ccccc2cc1C,-4.72,18,1
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25,8,3
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39,3,3
NC(N)=NC#N ,-0.31,91,11
ClC(Cl)(Cl)N(=O)=O,-2.0,67,11
Clc1cccc(Cl)c1c2ccccc2 ,-5.21,14,3
COc1ccc(C=O)cc1,-1.49,76,5
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692,52,9
CCCCCCC(=O)OCC,-2.74,51,12
CC(=O)Nc1ccc(O)cc1,-1.03,83,9
c2ccc1[nH]ncc1c2 ,-2.16,64,1
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,25,0
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583,37,11
COC(=O)C,0.46,96,12
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,18,0
CCCC(O)C=C,-0.59,89,7
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931,31,6
CCCCOCCCC,-1.85,70,12
CCCCCCCCCCCCO,-4.8,17,7
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36,41,6
CCCC(C)(C)O,-0.49,89,7
Nc1nc(=O)[nH]cc1F,-0.972,84,11
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,32,6
CCCCCC(C)(C)O,-1.72,73,7
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,14,5
CC(C)c1ccc(C)cc1O,-2.22,63,5
c2cnc1ncncc1n2,0.02,94,11
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,19,9
C,-0.9,84,11
c2ccc1NCCc1c2 ,-1.04,83,9
O=N(=O)c1cccc2ccccc12,-3.54,37,9
CCC(C)C(=O)C,-0.67,88,2
Nc1nc(O)nc2nc[nH]c12 ,-3.401,39,11
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445,22,6
CN(=O)=O,0.26,95,11
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,16,11
C=CCCC=C,-2.68,52,4
c2ccc1[nH]ccc1c2,-1.52,75,1
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69,34,0
CCCCC=C,-3.23,43,2
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,33,6
CCC1CCCCC1,-4.25,26,2
CCCCCCCC(=O)C,-2.58,55,2
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,32,6
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,40,9
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,28,6
CNC(=O)Oc1cccc2ccccc12,-3.224,43,1
C#C,0.29,95,11
Cc1cncc(C)c1,0.38,96,1
C1C=CCC=C1,-2.06,66,4
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,56,11
CC(O)c1ccccc1,-0.92,84,5
CC(Cl)CCl,-1.6,74,4
CCCC=C(CC)C=O,-2.46,57,4
CCOP(=S)(OCC)SCCSCC,-4.23,26,11
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,13,0
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14,8,3
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,8,6
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46,22,10
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005,6,5
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,42,0
Cc1cc(C)cc(C)c1,-3.4,39,5
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,15,5
CCCCCCCCCCCCCCCO,-6.35,7,7
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,3,3
O=C1NC(=O)NC(=O)C1(C)C,-1.742,72,8
CC(C)I,-2.09,65,4
O=N(=O)c1ccccc1N(=O)=O,-3.1,45,9
CC(C)C(=O)C,-0.12,93,2
CCCCCCCCCCCCCCCC,-8.4,1,2
CC12CCC(CC1)C(C)(C)O2,-1.74,72,0
Cc2cccc3sc1nncn1c23 ,-2.07,66,6
CCCCCCC(=O)C,-2.05,66,2
CCCCCCCCC(=O)OC,-3.38,40,12
Fc1ccc(F)cc1,-1.97,68,1
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,53,6
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,10,6
CCO,1.1,99,4
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,60,8
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,71,9
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24,13,6
CN(C)C(=O)NC1CCCCCCC1,-2.218,63,11
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,5,11
CCCCCCCCBr,-5.06,15,2
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883,16,6
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364,91,6
CCC(O)CC,-0.24,92,7
Cc1ccc(cc1)N(=O)=O,-2.49,57,9
CC(C)CCCO,-1.14,81,7
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,21,0
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93,16,6
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,49,6
CCC(C)(C)O,0.15,94,7
Cc1ccc(O)cc1,-0.73,87,5
CCOC=O,0.15,94,12
CN(C)c1ccccc1,-1.92,69,9
C1CCC2CCCCC2C1,-5.19,14,2
CCCCS,-2.18,64,4
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,3,1
ClC(=C(Cl)Cl)Cl,-2.54,56,11
CCC(=O)CC,-0.28,92,2
C=CC#N,0.15,94,4
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,11,0
CCCCC(=O)C,-0.8,86,2
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,42,11
CCCCC(C)CC,-5.16,14,2
BrCCBr,-1.68,73,4
CNC(=O)Oc1ccccc1C(C)C,-2.863,49,5
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,43,6
C1c2ccccc2c3ccc4ccccc4c13,-6.68,6,6
COc1ccccc1Cl,-2.46,57,10
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,8,6
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03,15,6
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,4,5
COC(=O)C=C,-0.22,92,12
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,16,9
N(=Nc1ccccc1)c2ccccc2,-4.45,22,9
CC(C)c1ccc(C)cc1,-3.77,33,5
Oc1c(Cl)cccc1Cl,-1.79,71,10
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79,98,11
OC1C(O)C(O)C(O)C(O)C1O,0.35,95,12
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17,92,6
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,65,6
CCC(O)(CC)CC,-0.85,85,7
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,12,0
Brc1ccccc1Br,-3.5,38,1
Oc1c(Cl)cc(Cl)cc1Cl,-2.34,60,10
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,14,6
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.799,18,6
CC(C)C(=O)C(C)C,-1.3,78,2
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,54,8
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,48,6
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999,85,6
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,27,0
Cc1ccc(O)cc1C,-1.38,77,5
O(c1ccccc1)c2ccccc2,-3.96,30,10
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,1,3
NC(=O)c1cccnc1 ,0.61,97,11
Sc1ccccc1,-2.12,65,1
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,55,5
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,5,6
CSSC,-1.44,77,11
NC(=O)c1ccccc1,-0.96,84,5
Clc1ccccc1Br,-3.19,43,10
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,87,6
CCCCC(O)CC,-1.47,76,7
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.553999999999999,21,6
Oc1cc(Cl)cc(Cl)c1,-1.34,78,10
Cc1cccc2c1ccc3ccccc32,-5.85,9,1
CCCCC(CC)CO,-2.11,65,7
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005,25,11
Cc1ccccc1,-2.21,63,5
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,33,11
C1CCC=CCC1,-3.18,44,2
CN(C)C(=S)SSC(=S)N(C)C ,-3.9,31,11
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004,42,6
CCCCCCCCCCO,-3.63,36,7
CCC(C)(C)CC,-4.23,26,2
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144,99,11
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,44,10
CCCC=O,-0.01,93,2
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9,16,0
CCCC,-2.57,55,2
COc1ccccc1O,-1.96,68,10
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099,28,0
ClC(Cl)C(Cl)(Cl)Cl,-2.6,54,4
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,60,5
CC(C)CO,0.1,94,12
CC(C)Cc1ccccc1,-4.12,28,5
ICI,-2.34,60,11
CCCC(O)CCC,-1.4,77,7
CCCCCOC(=O)C,-1.89,70,12
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,40,10
CCCc1ccccc1,-3.37,40,5
FC(F)(Cl)C(F)(F)Cl,-2.74,51,11
CC=CC=O,0.32,95,4
CN(C)C(=O)N(C)C ,0.94,98,11
Cc1cc(C)c(C)cc1C,-4.59,21,5
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,17,0
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,41,6
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,36,6
CCN(CC)C(=S)SCC(Cl)=C,-3.39,40,11
ClCC,-1.06,82,4
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,42,6
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,39,6
CC/C=C\C,-2.54,56,4
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62,74,11
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,48,8
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,26,5
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,36,6
O=C(c1ccccc1)c2ccccc2,-3.12,45,5
CCCCCCCCCCCCCCCCCCCC,-8.172,1,2
N(Nc1ccccc1)c2ccccc2 ,-2.92,49,9
CCC(CC)CO,-1.17,81,7
Oc1ccncc1,1.02,98,11
Cl\C=C/Cl,-1.3,78,11
CC1CCCC1,-3.3,41,2
CC(C)CC(C)O,-0.8,86,7
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,31,6
CC(C)(C)CO,-0.4,91,12
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,36,6
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,57,6
CC=C,-1.08,82,4
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,30,5
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,20,6
O=C1c2ccccc2C(=O)c3ccccc13,-5.19,14,5
CCCCCCC(C)O,-2.09,65,7
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,62,6
CCCCc1ccccc1,-4.06,29,5
O=C1NC(=O)C(=O)N1 ,-0.4,91,11
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,8,11
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,39,6
CC(C)COC(=O)C,-1.21,80,12
CC(C)C(C)(C)C,-4.36,24,2
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,3,3
N#Cc1ccccc1C#N,-2.38,59,5
Cc1cccc(c1)N(=O)=O,-2.44,57,9
FC(F)(F)C(Cl)Br ,-1.71,73,11
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,94,11
CCSCCSP(=S)(OC)OC,-3.091,46,11
CCC(C)C,-3.18,44,2
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,22,6
