Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles
1,279.34,2,1,2,70.67,-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 
1,70.135,0,0,1,0.0,-2.73,CC(C)C=C
1,95.101,1,1,0,33.120000000000005,1.02,Oc1ccccn1
1,30.07,0,0,0,0.0,-1.36,CC
1,147.00399999999996,0,1,0,0.0,-3.05,Clc1ccccc1Cl
1,167.25799999999998,1,2,0,12.89,-3.18,Sc2nc1ccccc1s2 
1,498.66200000000026,0,2,1,0.0,-11.6,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl 
1,216.19199999999995,0,3,1,52.58,-3.664,COc2c1occc1cc3ccc(=O)oc23 
1,59.068,1,0,0,43.09,1.58,CC(=O)N
1,142.201,0,2,0,0.0,-3.7,Cc1cccc2ccccc12
1,271.36,0,2,5,29.540000000000003,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 
1,102.177,1,0,0,20.23,-0.62,CC(O)C(C)(C)C
1,116.15999999999998,0,0,3,26.3,-1.36,CCCC(=O)OCC
1,172.18299999999996,0,2,0,34.14,-3.03,CC2=CC(=O)c1ccccc1C2=O 
2,178.23399999999998,0,3,0,0.0,-5.26,c1ccc2c(c1)ccc3ccccc32
1,107.156,0,1,0,12.89,0.38,Cc1ccnc(C)c1
1,144.258,1,0,7,20.23,-3.01,CCCCCCCCCO
1,173.83499999999998,0,0,0,0.0,-1.17,BrCBr
1,392.4670000000002,3,4,2,94.83,-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
1,156.228,0,2,0,0.0,-4.89,Cc1ccc2cc(C)ccc2c1
1,217.378,0,0,5,20.31,-3.68,CCSC(=O)N(CC(C)C)CC(C)C
1,227.085,0,0,8,157.11,-2.22,O=N(=O)OCC(CON(=O)=O)ON(=O)=O 
1,138.126,1,1,1,69.16,-2.19,Nc1cccc(c1)N(=O)=O
1,92.569,0,0,2,0.0,-2.03,CCCCCl
1,430.9340000000001,2,1,6,64.68,-4.19,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl 
1,329.321,0,3,2,22.0,-4.445,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F
1,243.309,1,4,0,26.02,-6.2,Nc3cc2c1ccccc1ccc2c4ccccc34 
1,270.372,1,4,0,37.3,-3.955,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O
1,269.373,0,3,1,19.37,-4.706,CCN2c1ccccc1N(C)C(=S)c3cccnc23 
1,58.08,0,1,0,12.53,-0.59,CC1CO1
1,281.271,1,3,2,84.6,-3.796,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O
1,132.232,2,0,2,24.06,-1.46,CCNC(=S)NCC
1,197.448,1,1,0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl
1,116.15999999999998,0,0,3,26.3,-1.34,CCCCC(=O)OC
1,93.129,1,1,0,26.02,-0.41,Nc1ccccc1
1,156.228,0,2,0,0.0,-4.678999999999999,Cc1cccc2c(C)cccc12
1,297.745,3,2,1,118.36,-2.63,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl 
2,152.19599999999994,0,3,0,0.0,-3.96,C1=Cc2cccc3cccc1c23
1,144.21399999999997,0,0,5,26.3,-1.28,CCCCCOC(=O)CC
1,211.269,2,1,5,71.96000000000001,-2.084,CCNc1nc(NC(C)C)nc(OC)n1
2,252.316,0,5,0,0.0,-8.699,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
1,108.966,0,0,0,0.0,-1.09,CCBr
1,82.14599999999999,0,0,0,0.0,-1.99,CCC#CCC
1,764.9499999999999,5,8,7,182.83,-5.292999999999999,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C 
1,70.13499999999999,0,0,1,0.0,-2.73,CCC(=C)C
1,145.16099999999997,1,2,0,33.120000000000005,-2.42,Oc1cccc2cccnc12 
2,132.20599999999996,0,2,0,0.0,-4.37,C1CCc2ccccc2C1
1,318.32800000000003,2,4,2,66.76,-2.9,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 
1,314.802,0,1,0,0.0,-5.6,Brc1cc(Br)cc(Br)c1
1,321.549,0,1,4,27.69,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
1,142.18300000000002,2,1,0,48.65,-2.436,Cc1cc(=O)[nH]c(=S)[nH]1
1,164.204,1,1,3,29.46,-1.56,COc1cc(CC=C)ccc1O
1,210.233,2,1,3,75.27000000000001,-1.7080000000000002,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C
2,202.256,0,4,0,0.0,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34
1,118.176,0,0,4,18.46,-0.43,CCOC(C)OCC
1,239.702,0,2,2,29.54,-2.338,CC1(C)CON(Cc2ccccc2Cl)C1=O
1,118.176,1,0,5,29.46,-0.42,CCCCOCCO
1,295.336,0,1,1,43.14,-5.82,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl
1,290.447,1,4,0,37.3,-4.402,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O
1,312.118,0,2,2,20.31,-4.047,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O
2,129.16199999999998,0,2,0,12.89,-1.3,c1ccc2ncccc2c1
1,184.147,3,1,1,86.99000000000001,-1.24,COC(=O)c1cc(O)c(O)c(O)c1 
1,306.276,1,3,5,81.64999999999999,-1.8,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F 
1,169.567,1,2,0,46.0,-2.8310000000000004,Clc2ccc1oc(=O)[nH]c1c2
1,395.3270000000001,0,2,1,0.0,-7.92,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
1,142.07,2,1,0,92.34,-1.25,O=C1NC(=O)C(=O)C(=O)N1 
1,112.987,0,0,2,0.0,-1.62,ClCCCCl
1,175.0,0,1,0,0.0,-2.67,Fc1cccc(Br)c1
1,191.455,0,1,0,0.0,-3.63,Clc1ccc(Br)cc1
1,86.178,0,0,1,0.0,-3.65,CC(C)C(C)C
1,56.108,0,0,1,0.0,-1.94,CCC=C
1,360.88200000000006,0,2,1,0.0,-7.68,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl
1,111.104,2,1,0,71.77000000000001,-1.155,Nc1cc[nH]c(=O)n1 
1,187.37500000000003,0,0,1,0.0,-3.04,FC(F)(Cl)C(F)(Cl)Cl
1,55.07999999999999,0,0,0,23.79,0.28,CCC#N
1,320.04600000000005,0,2,3,0.0,-6.51,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl 
1,153.13699999999997,0,1,2,52.37,-1.96,COc1ccccc1N(=O)=O
1,288.43100000000004,1,4,0,37.3,-4.12,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O
1,284.142,0,3,1,37.38,-4.8,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3
2,276.338,0,6,0,0.0,-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
1,240.21499999999995,1,1,4,106.51000000000002,-3.38,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O 
1,196.202,0,2,2,44.760000000000005,-1.899,c1c(OC)c(OC)C2C(=O)OCC2c1
1,92.094,3,0,2,60.69,1.12,OCC(O)CO
1,124.13899999999995,1,1,1,29.46,-1.96,COc1ccccc1O 
1,350.591,0,1,6,40.58,-5.67,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl 
1,192.261,0,3,0,0.0,-5.89,Cc1c2ccccc2cc3ccccc13
1,188.23,0,2,1,26.93,0.715,Cc1cc(=O)n(c2ccccc2)n1C
1,88.14999999999999,0,0,3,9.23,-0.99,CCCCOC
1,146.153,0,2,0,51.56,-0.8540000000000001,Cc2cnc1cncnc1n2
1,201.661,2,1,4,62.73,-4.55,CCNc1nc(Cl)nc(NCC)n1 
1,87.12199999999999,0,0,0,20.31,1.11,CN(C)C(=O)C
1,213.31,0,1,3,45.150000000000006,-2.676,CSc1nc(nc(n1)N(C)C)N(C)C
1,28.053999999999995,0,0,0,0.0,-0.4,C=C
1,102.177,1,0,1,20.23,-0.5,CC(C)(C)CCO
1,196.206,2,1,3,75.27000000000001,-1.614,O=C1NC(=O)NC(=O)C1(CC)CC=C
1,197.448,1,1,0,20.23,-2.67,Oc1ccc(Cl)c(Cl)c1Cl
1,108.13999999999996,0,1,1,9.23,-1.85,COc1ccccc1
1,339.21800000000013,1,2,4,46.53,-4.53,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C
1,360.4500000000001,2,4,3,91.67000000000002,-3.85,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O 
1,286.331,1,2,4,50.8,-4.16,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2
1,120.19499999999996,0,1,1,0.0,-3.11,CCc1ccc(C)cc1
1,118.245,0,0,2,0.0,-2.24,CC(C)SC(C)C
1,168.10799999999995,0,1,2,86.28,-2.29,O=N(=O)c1cccc(c1)N(=O)=O
1,384.4870000000002,0,0,12,36.92,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
1,198.222,2,1,2,75.27000000000001,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O 
1,402.48700000000025,1,4,3,97.74,-4.21,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C 
1,171.15599999999998,1,1,3,81.19,-1.22,Cc1ncc(N(=O)=O)n1CCO
1,127.574,1,1,0,26.02,-1.66,Nc1ccc(Cl)cc1
1,116.20399999999998,1,0,3,20.23,-1.52,CCCC(C)(C)CO
2,68.07499999999999,0,1,0,13.14,-0.82,c1ccoc1
1,271.39,2,1,8,71.96000000000001,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1
1,222.332,1,3,1,32.34,-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C3CCCC23
1,134.22199999999998,0,1,0,0.0,-3.66,CC(C)(C)c1ccccc1
1,322.36400000000003,0,3,5,57.690000000000005,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
1,402.48700000000014,2,4,3,100.90000000000002,-4.37,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C 
1,74.12299999999999,0,0,2,9.23,-0.39,CCCOC
1,102.133,0,0,1,26.3,-0.55,CC(C)OC(=O)C
1,157.01,0,1,0,0.0,-2.55,Brc1ccccc1
1,166.176,1,1,2,46.53,-2.35,CCOC(=O)c1ccc(O)cc1
1,352.39000000000004,1,3,6,75.71,-5.071000000000001,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
1,344.4950000000001,0,4,2,43.370000000000005,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
2,300.36000000000007,0,7,0,0.0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67
1,136.114,2,2,0,74.43,-2.266,O=c1[nH]cnc2[nH]ncc12 
1,62.499,0,0,0,0.0,-1.75,ClC=C
1,239.318,0,2,3,20.31,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 
1,331.62699999999995,0,0,0,0.0,-3.14,BrC(Br)(Br)Br
1,296.374,1,3,2,48.47,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 
1,147.13299999999998,1,2,0,46.17,-2.61,O=C1NC(=O)c2ccccc12 
1,331.202,1,3,3,46.010000000000005,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl
1,136.14999999999998,0,1,1,26.3,-1.85,COC(=O)c1ccccc1
1,126.115,1,1,0,54.86,-0.807,Cn1ccc(=O)[nH]c1=O
1,324.38000000000005,1,3,5,60.85000000000001,-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 
1,291.9920000000001,0,2,1,0.0,-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl 
1,289.7440000000001,3,2,2,101.29,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O
1,233.098,1,1,1,32.34,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
2,68.11900000000001,0,1,0,0.0,-2.1,C1CC=CC1
1,286.156,6,2,1,191.0,-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O)
1,128.259,0,0,6,0.0,-5.88,CCCCCCCCC
1,128.558,1,1,0,20.23,-1.06,Oc1ccccc1Cl
1,242.321,0,4,0,0.0,-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12
1,122.16699999999996,0,1,2,9.23,-2.33,CCOc1ccccc1
1,176.215,0,1,3,26.3,-3.0,CCOC(=O)C=Cc1ccccc1
1,216.668,1,1,0,54.86,-2.484,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C
1,315.716,1,3,2,84.6,-3.499,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O
1,171.22099999999998,1,1,1,60.16,-1.74,Cc1ccc(cc1)S(=O)(=O)N
1,223.659,1,1,2,38.33,-2.617,CC(OC(=O)Nc1cccc(Cl)c1)C#C
1,114.232,0,0,4,0.0,-5.08,CCCCCC(C)C
1,449.8560000000001,0,3,6,59.32000000000001,-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
1,300.3620000000001,0,3,2,56.220000000000006,-3.5380000000000003,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C 
1,284.74600000000004,0,3,1,32.67,-3.754,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23
1,102.177,1,0,2,20.23,-0.7,CCC(O)C(C)C
1,308.36100000000005,0,1,7,44.760000000000005,-2.3,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O 
1,154.253,1,2,0,20.23,-2.32,CC1(C)C2CCC1(C)C(O)C2
1,288.431,1,4,0,37.3,-4.02,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O
1,100.205,0,0,4,0.0,-4.53,CCCCCCC
1,144.17299999999997,1,2,0,20.23,-2.22,Oc1cccc2ccccc12
1,112.216,0,1,0,0.0,-4.3,C/C1CCCCC1\C
1,435.48100000000034,2,3,6,132.5,-3.638,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O 
2,254.332,0,5,0,0.0,-7.85,C1Cc2c3c1cccc3cc4c2ccc5ccccc54
1,340.5070000000001,0,4,1,34.14,-5.27,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C
1,114.188,0,0,4,17.07,-1.45,CCCCCC(=O)C
1,183.169,1,0,3,55.4,0.54,COP(=O)(NC(C)=O)SC 
1,314.5220000000001,0,0,12,17.07,-5.14,CCCCSP(=O)(SCCCC)SCCCC
1,149.149,1,2,0,46.17,-2.932,c1cC2C(=O)NC(=O)C2cc1
1,380.662,3,2,2,118.36,-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl 
1,70.13499999999999,0,0,0,0.0,-2.56,CC=C(C)C
1,120.195,0,1,0,0.0,-3.31,Cc1ccc(C)c(C)c1
1,197.448,1,1,0,20.23,-2.21,Oc1cc(Cl)c(Cl)cc1Cl
2,179.22199999999998,0,3,0,12.89,-2.78,c1ccc2c(c1)cnc3ccccc23 
1,116.20399999999998,1,0,3,20.23,-0.98,CCCC(C)(O)CC
1,114.232,0,0,5,0.0,-5.24,CCCCCCCC
2,178.23399999999995,0,3,0,0.0,-6.35,c1ccc2cc3ccccc3cc2c1
1,108.14399999999998,2,1,1,38.05,0.07,NNc1ccccc1
1,58.08,0,0,1,17.07,0.58,CCC=O
2,112.216,0,1,0,0.0,-4.15,C1CCCCCCC1
1,208.217,2,1,4,75.27000000000001,-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C
1,119.378,0,0,0,0.0,-1.17,ClC(Cl)Cl
1,128.15599999999998,2,1,0,45.75,-2.273,Sc1nccc(=O)[nH]1 
1,328.843,1,3,4,32.34,-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1
1,96.17300000000002,0,1,0,0.0,-3.27,CC1=CCCCC1
1,128.21499999999995,0,0,5,17.07,-2.13,CCCCC(CC)C=O
1,260.24499999999995,0,3,2,61.81,-3.0210000000000004,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 
1,226.27599999999995,2,1,4,75.27000000000001,-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C
2,252.316,0,5,0,0.0,-8.0,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45
1,100.161,0,0,3,17.07,-1.52,CCC(CC)C=O
1,102.177,0,0,4,9.23,-1.62,CCCOCCC
1,214.393,1,0,12,20.23,-5.84,CCCCCCCCCCCCCCO
1,197.448,1,1,0,20.23,-2.64,Oc1c(Cl)ccc(Cl)c1Cl
1,60.056,2,0,0,69.11,0.96,NC(=O)N
1,68.11899999999999,0,0,1,0.0,-1.64,CCCC#C
1,235.906,0,1,0,0.0,-3.54,Brc1cccc(Br)c1
1,270.50099999999986,1,0,16,20.23,-8.4,CCCCCCCCCCCCCCCCCCO
1,135.16599999999997,1,1,1,29.1,-1.33,CC(=O)Nc1ccccc1
1,300.266,4,4,0,107.22,-2.7,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21
1,137.14200000000002,2,1,1,68.01,0.009,c1nccc(C(=O)NN)c1
1,354.8749999999999,1,3,0,20.23,-5.46,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl 
1,116.15999999999998,0,0,4,26.3,-1.52,CC(C)CCOC=O
1,120.15099999999995,0,1,1,17.07,-1.28,CC(=O)c1ccccc1
2,256.308,0,4,1,25.78,-5.4,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 
1,182.156,0,0,6,44.760000000000005,0.43,CCOP(=O)(OCC)OCC
1,152.237,0,2,0,17.07,-1.85,CC2(C)C1CCC(C)(C1)C2=O
1,162.152,0,2,1,60.790000000000006,-0.91,COc2cnc1cncnc1n2
1,338.876,0,3,0,0.0,-5.64,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl 
1,89.094,0,0,1,43.14,-0.62,CC(C)N(=O)=O
2,167.21099999999998,1,3,0,15.79,-5.27,c1ccc2c(c1)[nH]c3ccccc32
1,122.12,4,0,3,80.92,0.7,OCC(O)C(O)CO
1,179.21899999999997,1,1,3,52.32,-2.452,CCCOC(=O)c1ccc(N)cc1
1,223.165,1,0,5,73.86,0.6509999999999999,CNC(=O)C=C(C)OP(=O)(OC)OC
1,99.089,1,1,0,46.17,0.3,O=C1CCC(=O)N1
1,100.20499999999998,0,0,2,0.0,-4.28,CCC(C)C(C)C
1,316.4270000000001,1,1,8,84.42,-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C 
1,270.361,0,3,1,32.260000000000005,-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 
1,239.274,0,3,1,29.54,-3.68,O2c1ccccc1N(CC)C(=O)c3ccccc23 
2,86.134,0,1,0,9.23,-0.03,C1CCOCC1
1,96.173,0,0,3,0.0,-3.01,CCCCCC#C
1,244.29,0,2,3,39.44,-4.314,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O 
1,268.3589999999999,0,5,0,0.0,-7.92,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2
1,150.177,0,1,2,26.3,-2.32,CCOC(=O)c1ccccc1
1,92.569,0,0,1,0.0,-2.0,ClCC(C)C
1,296.41,2,4,0,40.46,-4.3,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C 
1,214.349,0,0,10,26.3,-4.69,CCCCCCCCCCCC(=O)OC
1,118.245,0,0,4,0.0,-2.58,CCCSCCC
2,228.294,0,4,0,0.0,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1
1,151.047,0,0,3,0.0,-3.08,CCCCCBr
1,98.18899999999998,0,0,3,0.0,-3.82,CCCC/C=C/C
1,171.15599999999998,1,1,3,81.19,-1.26,Cc1ncc(N(=O)=O)n1CCO 
1,140.26999999999998,0,1,4,0.0,-6.08,CCCCCC1CCCC1
1,360.88200000000006,0,2,1,0.0,-7.42,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl 
1,198.222,2,1,2,75.27000000000001,-2.148,O=C1NC(=O)NC(=O)C1(CC)C(C)C
1,133.405,0,0,0,0.0,-2.0,CC(Cl)(Cl)Cl
1,214.652,1,1,2,41.57,-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1
1,196.206,2,2,0,75.27,-3.06,O=C2NC(=O)C1(CCCCC1)C(=O)N2
1,211.261,0,1,1,46.61,-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 
1,171.03700000000003,0,1,0,0.0,-3.19,Cc1ccc(Br)cc1
1,74.123,0,0,2,9.23,-0.09,CCOCC
1,330.17100000000005,1,2,2,69.72,-4.376,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2
1,335.28200000000004,0,1,7,89.51999999999998,-5.53,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
1,136.194,1,1,0,20.23,-2.05,Cc1cc(C)c(O)c(C)c1
2,78.11399999999999,0,1,0,0.0,-1.64,c1ccccc1
1,238.455,0,1,0,0.0,-4.03,Clc1ccc(I)cc1
1,228.679,1,1,2,41.57,-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl
1,211.69200000000004,0,1,3,20.31,-2.48,CC(C)N(C(=O)CCl)c1ccccc1 
1,104.15199999999996,0,1,1,0.0,-2.82,C=Cc1ccccc1
1,76.095,0,0,2,18.46,0.48,COCOC
1,106.168,0,1,0,0.0,-2.8,Cc1ccccc1C
1,74.12299999999999,1,0,1,20.23,0.47,CCC(C)O
1,110.11199999999998,2,1,0,40.46,-0.17,Oc1ccc(O)cc1
1,288.387,3,4,0,60.69,-4.955,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O 
2,216.283,0,4,0,0.0,-8.04,C1c2ccccc2c3cc4ccccc4cc13
1,100.077,2,1,0,58.2,-0.4,O=C1CNC(=O)N1 
1,194.27399999999992,2,1,5,40.46,-2.59,c1(O)cc(O)ccc1CCCCCC
1,162.27899999999997,0,0,5,17.07,-0.83,C=CCS(=O)SCC=C
1,362.7710000000001,0,2,6,57.9,-5.382000000000001,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2
1,256.348,0,4,0,0.0,-7.01,Cc1c(C)c2c3ccccc3ccc2c4ccccc14
1,476.5850000000002,2,4,6,100.90000000000002,-4.71,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO
1,168.112,4,2,0,114.36999999999998,-3.93,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 
1,231.893,1,1,0,20.23,-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
1,147.004,0,1,0,0.0,-3.04,Clc1cccc(Cl)c1
1,354.491,0,2,2,0.0,-7.15,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
1,102.13299999999998,0,0,3,26.3,-1.01,CC(C)COC=O
1,124.208,0,1,1,0.0,-2.39,c1ccccc1SC
1,322.29,1,3,1,58.120000000000005,-4.207,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 
1,86.178,0,0,3,0.0,-3.84,CCCCCC
1,137.138,0,1,1,39.19,-0.46,COC(=O)c1cccnc1 
1,421.4220000000001,3,3,3,118.36,-3.59,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F
1,360.88200000000006,0,2,1,0.0,-7.82,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl 
1,286.11400000000003,0,2,2,46.61,-4.925,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
1,240.698,2,1,4,86.52,-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
2,228.294,0,4,0,0.0,-6.726,c1ccc2c(c1)c3ccccc3c4ccccc24
1,266.34,2,2,3,40.46,-4.95,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2
1,390.5640000000003,0,1,14,52.60000000000001,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
1,107.15599999999998,0,1,1,12.89,0.51,CCc1ccccn1
1,380.784,0,0,5,44.760000000000005,-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
2,154.21199999999996,0,2,1,0.0,-4.345,c1ccc(cc1)c2ccccc2
1,360.88200000000006,0,2,1,0.0,-8.71,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl 
1,210.285,0,1,3,48.39000000000001,-3.364,CN(C)c1nc(nc(n1)N(C)C)N(C)C
1,116.20399999999998,1,0,2,20.23,-0.92,CC(C)CC(C)(C)O
1,210.233,2,2,0,75.27,-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 
1,180.156,5,1,2,110.38,0.64,OCC1OC(O)(CO)C(O)C1O
1,122.16699999999996,1,1,0,20.23,-1.4,Cc1cc(C)cc(O)c1
1,258.104,1,1,2,38.33,-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1
1,169.611,1,1,1,29.1,-2.843,CC(=O)Nc1ccc(Cl)cc1
1,395.3270000000001,0,2,1,0.0,-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
1,86.17799999999998,0,0,0,0.0,-3.55,CCC(C)(C)C
1,107.15599999999998,1,1,1,12.03,-1.28,CNc1ccccc1
1,68.119,0,0,2,0.0,-2.09,C=CCC=C
1,404.5030000000002,2,4,3,100.90000000000002,-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
1,198.134,1,1,2,106.51000000000002,-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
1,321.163,2,3,1,61.690000000000005,-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O
1,128.558,1,1,0,20.23,-0.7,Oc1cccc(Cl)c1
1,191.455,0,1,0,0.0,-3.21,Clc1cccc(Br)c1
1,295.72900000000004,2,2,1,118.69,-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl 
1,170.16799999999998,2,1,1,75.27000000000001,-1.228,O=C1NC(=O)NC(=O)C1(C)CC
1,138.16599999999997,1,1,3,29.46,-0.7,OCCOc1ccccc1
2,168.239,0,2,2,0.0,-4.08,C(c1ccccc1)c2ccccc2
1,130.23099999999997,1,0,5,20.23,-1.98,CCCCCC(O)CC
